countyName,pop2010,pctfor,turnout,medage,divorced,churches,obama08,mccain08,pctrural,edu_baorup,medinc,col_enrol,age18-24,age25-59,age60up,colleges,students,white,black,popden,pctw,pctb,pctd,churchden,pctba,pctstud,pct18-24,pct25-59,pct60up,colden,pctcolenrol,MaleBachelor,MaleMaster,MaleProfessional,MaleDoctorate,FemaleBachelor,FemaleMaster,FemaleProfessional,FemaleDoctorate,pctmb,pctmm,pctmp,pctmd,pctfb,pctfm,pctfp,pctfd,Owneroccupied,Renteroccupied,pctown,pctrent,evanrate
martin,24492,71.00087,33.83,44.14,1020,120,52,48,90.62,2077,34766,1373,1880,11052,6162,1,956,13019,10651,52.898488,0.531561326,0.434876694,0.041646252,0.004899559,0.084803201,0.039033154,0.076759758,0.451249388,0.251592357,4.08E-05,0.056059121,552,106,55,9,875,364,81,35,0.022537972,0.004327944,0.002245631,0.000367467,0.035725951,0.014861996,0.003307202,0.001429038,6968,2986,0.284501062,0.121917361,344.62
mcdowell,45053,82.851135,34.13,41.74,2069,140,36,63,78.12,4394,34953,2080,3320,21470,10490,1,1209,40754,1708,101.929864,0.904579051,0.037910905,0.04592369,0.003107451,0.097529576,0.026835061,0.073690986,0.476549841,0.232836881,2.22E-05,0.046167847,1614,397,166,124,1375,605,74,39,0.035824473,0.008811844,0.003684549,0.002752314,0.03051961,0.013428629,0.00164251,0.000865647,12741,4819,0.282800257,0.10696291,347.90
mecklenburg,923144,45.806007,28.32,34,41719,1245,62,38,1.07,229146,55294,64331,88369,477980,123258,12,48102,508946,28280,1751.696395,0.551318104,0.030634441,0.045192299,0.001348652,0.248223462,0.052106714,0.095726127,0.517774042,0.133519798,1.30E-05,0.069686853,75456,24595,7896,3537,81331,28832,5501,1998,0.08173806,0.026642647,0.008553378,0.003831472,0.088102181,0.031232397,0.005958984,0.002164343,219296,131096,0.237553404,0.142010347,222.14
mitchell,15553,82.99426,50.72,45.75,896,56,29,71,82.64,1664,32743,579,1088,7094,4368,0,0,14844,0,70.058559,0.954413939,0,0.057609464,0.003600592,0.106989005,0,0.06995435,0.456117791,0.280846139,0,0.037227545,558,158,45,49,536,223,23,72,0.035877323,0.010158812,0.002893332,0.003150518,0.034462805,0.01433807,0.001478814,0.004629332,5106,1706,0.328296792,0.109689449,629.37
montgomery,27986,76.51939,37.07,40.29,1137,129,44,55,76.84,2756,33861,1305,2171,12692,6366,1,850,19162,5231,56.997963,0.684699493,0.186914886,0.040627457,0.004609448,0.09847781,0.030372329,0.077574502,0.453512471,0.227470878,3.57E-05,0.046630458,818,332,80,55,1115,319,37,0,0.0292289,0.011863074,0.002858572,0.001965268,0.039841349,0.011398556,0.00132209,0,7364,2489,0.263131566,0.088937326,265.23
moore,88550,62.95109,39.26,45.03,4268,254,39,60,50.66,18327,48319,4206,5502,37434,26442,1,3636,70913,11839,126.680973,0.800824393,0.133698475,0.048198758,0.002868436,0.206967815,0.041061547,0.062134387,0.422744212,0.298610954,1.13E-05,0.047498588,5888,2343,745,470,6094,2348,268,171,0.066493506,0.026459627,0.008413326,0.005307736,0.068819876,0.026516093,0.003026539,0.001931112,25958,8072,0.293145116,0.091157538,243.52
nash,95878,71.412384,36.66,39.96,4208,313,49,50,47.56,12131,44499,5473,7931,45421,19674,2,4243,53531,35650,177.551852,0.55832412,0.371826696,0.043889109,0.003264565,0.126525376,0.044254156,0.082719706,0.473737458,0.205198273,2.09E-05,0.05708296,4034,929,436,68,4802,1564,137,161,0.042074303,0.009689397,0.004547446,0.000709235,0.050084482,0.016312397,0.001428899,0.001679217,24067,13695,0.251016917,0.142837773,305.35
new hanover,203254,50.37772,29.31,37.39,11023,316,49,50,2.21,47673,48553,20492,25376,96941,40485,3,20047,160298,29907,1021.376884,0.788658526,0.147141016,0.054232635,0.001554705,0.23454889,0.098630285,0.124848711,0.476945103,0.199184272,1.48E-05,0.100819664,14852,4525,2193,1132,17127,5800,1098,946,0.073071133,0.022262784,0.010789456,0.005569386,0.084264024,0.028535724,0.005402108,0.004654275,51420,32259,0.252983951,0.158712744,222.84
northampton,22063,63.359074,36.56,45.53,1257,83,65,35,89.37,1860,30578,1035,1732,9772,6007,0,0,8668,12895,41.162313,0.392874949,0.584462675,0.056973213,0.003761954,0.084304038,0,0.07850247,0.442913475,0.272265784,0,0.046911118,422,82,100,11,745,424,61,15,0.019127045,0.00371663,0.004532475,0.000498572,0.03376694,0.019217695,0.00276481,0.000679871,6270,2107,0.284186194,0.095499252,143.90
onslow,186866,72.73965,22.2,26.1,6748,249,39,60,26.35,15345,43561,10802,41874,78055,20436,1,4111,131590,27672,243.632334,0.704194449,0.148084724,0.036111438,0.001332506,0.082117667,0.021999722,0.224085708,0.417705736,0.109361789,5.35E-06,0.057806128,4919,1470,401,285,5931,1781,372,186,0.026323676,0.0078666,0.002145923,0.001525157,0.031739321,0.009530894,0.001990731,0.000995366,32073,24560,0.17163636,0.131431079,173.40
orange,134201,21.056673,43.63,33.18,4894,1052,72,27,28.53,42556,52981,25375,24445,61872,19920,1,27276,99495,15928,335.5025,0.741387918,0.11868764,0.036467687,0.007838988,0.31710643,0.203247368,0.182152145,0.461039784,0.148434065,7.45E-06,0.189082049,8623,5103,2259,3826,11159,6991,1860,2735,0.064254365,0.038025052,0.01683296,0.028509475,0.083151392,0.052093502,0.013859807,0.020379878,30344,19741,0.226108598,0.147100245,121.37
pamlico,13116,67.25522,33.84,48.4,437,52,42,57,100,1724,40561,616,894,5835,4048,1,378,10032,2632,38.919881,0.764867338,0.200670936,0.033318085,0.003964623,0.131442513,0.028819762,0.068161025,0.444876487,0.30863068,7.62E-05,0.046965538,518,175,51,90,526,319,42,3,0.039493748,0.013342482,0.003888381,0.006861848,0.04010369,0.024321439,0.003202196,0.000228728,4460,1003,0.340042696,0.076471485,177.72
pasquotank,40643,64.779755,19.7,36.63,2063,106,57,43,41.32,4809,44085,3704,5145,18534,7777,3,5021,23059,15355,179.044053,0.567354772,0.377801835,0.050759048,0.002608075,0.118322958,0.123539109,0.126590065,0.456019487,0.191349064,7.38E-05,0.091135005,1057,473,214,78,2047,749,118,73,0.026006938,0.01163792,0.005265359,0.00191915,0.050365377,0.018428758,0.002903329,0.001796127,9671,4892,0.237949954,0.120365131,249.58
pender,52452,68.17674,28.68,41.17,2444,119,42,58,68.76,6265,44338,2257,4116,24908,11554,0,0,39756,9269,60.220436,0.757950126,0.176713948,0.046594982,0.002268741,0.119442538,0,0.078471746,0.474872264,0.220277587,0,0.043029818,2169,476,199,141,2249,801,140,90,0.041352093,0.009074964,0.003793945,0.002688172,0.042877297,0.015271105,0.002669107,0.001715854,16297,3912,0.310703119,0.074582475,183.02
perquimans,13490,65.25457,27.05,46.55,482,57,43,57,100,1697,43041,857,950,5773,4008,0,0,9694,3347,54.615385,0.718606375,0.248109711,0.03573017,0.004225352,0.125796887,0,0.070422535,0.427946627,0.29710897,0,0.06352854,500,232,110,45,644,142,17,7,0.037064492,0.017197924,0.008154188,0.003335804,0.047739066,0.010526316,0.001260193,0.000518903,4134,1219,0.306449222,0.090363232,221.07
person,39448,72.41789,37.45,41.53,2151,122,45,54,75.52,3702,44668,2344,2965,18754,8654,1,2594,26968,10646,100.632653,0.683634151,0.269874265,0.054527479,0.003092679,0.093845062,0.065757453,0.075162239,0.475410667,0.219377408,2.53E-05,0.059419996,1072,256,77,5,1645,530,68,49,0.027175015,0.006489556,0.001951937,0.000126749,0.041700466,0.013435409,0.001723788,0.001242142,11370,4018,0.28822754,0.101855607,223.90
pitt,168752,61.53947,28.86,31.06,7245,425,54,46,25.44,26672,38592,28776,31082,75037,24811,2,29255,99075,57257,258.822086,0.587104153,0.339296719,0.042932824,0.002518489,0.158054423,0.173360908,0.184187447,0.444658434,0.147026406,1.19E-05,0.170522423,7379,2490,1090,1323,9495,3515,777,603,0.043726889,0.014755381,0.006459183,0.007839907,0.056266,0.020829383,0.00460439,0.003573291,35404,28601,0.209798995,0.169485399,216.08
polk,20448,61.167995,36.06,49.17,1115,74,42,57,92.27,4154,43692,781,1242,8631,6671,0,0,18633,918,85.915966,0.911238263,0.044894366,0.05452856,0.003618936,0.203149452,0,0.060739437,0.42209507,0.326242175,0,0.038194444,1182,448,145,259,1311,747,54,8,0.057805164,0.021909233,0.007091158,0.012666275,0.06411385,0.03653169,0.002640845,0.000391236,7037,2001,0.344141236,0.097857981,334.86
randolph,141909,80.48804,35.47,39.55,6134,403,28,71,56.24,12272,40346,5792,11418,67147,28711,1,1988,121169,8176,180.087563,0.853850002,0.057614387,0.043224884,0.002839848,0.086477954,0.014008978,0.080460013,0.473169425,0.202319796,7.05E-06,0.040814888,3988,988,351,154,5032,1381,269,109,0.028102516,0.006962208,0.002473416,0.001085202,0.035459344,0.009731589,0.001895581,0.000768098,40399,14526,0.284682437,0.102361372,209.25
richmond,46634,77.394966,31.46,38.8,2332,224,50,49,45.53,3083,30439,2302,4268,21305,9699,1,1472,28072,14269,98.383966,0.601964232,0.305978471,0.050006433,0.004803362,0.066110563,0.031564953,0.091521208,0.456855513,0.207981301,2.14E-05,0.049363126,860,373,65,85,1117,452,60,71,0.01844148,0.007998456,0.001393833,0.001822704,0.023952481,0.009692499,0.001286615,0.001522494,12180,5048,0.261182828,0.108247202,339.27
robeson,134489,86.23342,34.91,34.43,5521,491,57,43,62.61,9906,29667,8201,15028,60798,22741,2,8159,38877,32637,141.716544,0.289071969,0.242674122,0.041051685,0.003650856,0.073656582,0.060666672,0.111741481,0.452066712,0.169091896,1.49E-05,0.060978965,2528,872,269,242,4004,1532,260,199,0.018797076,0.006483802,0.002000164,0.001799404,0.029771952,0.011391266,0.001933244,0.001479675,29919,14585,0.222464291,0.108447531,318.62
rockingham,93626,75.43357,33.5,42.33,5167,333,42,57,61.94,8185,39231,4040,7146,44396,21393,1,2055,70875,17655,165.416961,0.75700126,0.188569414,0.055187662,0.003556704,0.087422297,0.021949031,0.076324952,0.474184521,0.228494222,1.07E-05,0.043150407,2693,587,178,95,3545,817,177,93,0.028763378,0.006269626,0.001901181,0.001014675,0.037863414,0.008726209,0.001890501,0.000993314,27294,10537,0.291521586,0.112543524,265.91
rowan,138359,74.32297,32.08,39.15,5723,337,38,61,38.82,15545,43596,7456,12514,64744,28318,4,7669,105923,22392,270.761252,0.765566389,0.161839851,0.04136341,0.002435693,0.112352648,0.05542827,0.090445869,0.467942093,0.204670459,2.89E-05,0.053888797,5104,1349,593,166,6008,1842,371,112,0.036889541,0.009749998,0.004285952,0.001199777,0.043423268,0.013313192,0.00268143,0.000809488,37749,15128,0.272833715,0.109338749,266.14
rutherford,67750,81.07749,33.74,42.5,3512,208,34,66,61.04,6855,35364,3573,5183,30854,16562,1,2124,58221,6854,120.124114,0.859350554,0.101166052,0.051837638,0.003070111,0.101180812,0.031350554,0.076501845,0.455409594,0.244457565,1.48E-05,0.052738007,2206,714,283,149,2256,1009,143,95,0.032560886,0.010538745,0.004177122,0.002199262,0.033298893,0.014892989,0.002110701,0.001402214,19723,7735,0.291114391,0.114169742,578.84
sampson,63511,82.10583,35.76,38.28,2594,274,46,54,84.96,5148,35740,3364,5161,29305,12790,1,1452,35985,17128,67.136364,0.566594763,0.269685566,0.040843318,0.004314213,0.081056825,0.022862181,0.081261514,0.461416133,0.201382438,1.57E-05,0.052967203,1656,355,193,48,1997,745,77,77,0.026074223,0.005589583,0.003038844,0.000755775,0.031443372,0.011730251,0.001212388,0.001212388,16288,7493,0.256459511,0.117979563,365.94
scotland,36094,73.31369,30.35,38.57,1617,147,57,42,48.39,3278,29368,1975,3320,16443,7301,1,781,16822,13943,113.147335,0.466060841,0.386296891,0.04479969,0.004072699,0.090818419,0.021637945,0.091982047,0.455560481,0.202277387,2.77E-05,0.054718236,966,314,98,131,1212,518,16,23,0.026763451,0.008699507,0.002715133,0.003629412,0.033578988,0.014351416,0.000443287,0.000637225,8566,4670,0.237324763,0.129384385,187.52
stanly,60588,80.52263,40.34,40.56,2536,237,31,68,67.71,6201,44802,3812,5594,27953,13359,2,4183,50623,6630,153.387342,0.835528487,0.109427609,0.041856473,0.003911666,0.102346999,0.069040074,0.092328514,0.461361986,0.220489206,3.30E-05,0.062916749,2213,538,100,64,2349,817,72,48,0.036525385,0.008879646,0.001650492,0.001056315,0.038770053,0.013484518,0.001188354,0.000792236,17031,5103,0.281095266,0.084224599,432.15
stokes,47365,77.74658,36.98,42.85,2309,110,32,67,75.7,3609,42689,1858,3425,22720,10777,0,0,44021,1916,104.789823,0.929399346,0.04045181,0.048749076,0.00232239,0.076195503,0,0.072310778,0.479679088,0.227530877,0,0.039227278,1266,295,62,26,1371,509,63,17,0.026728597,0.006228228,0.001308983,0.000548929,0.028945424,0.010746332,0.001330096,0.000358915,15345,3414,0.323973398,0.072078539,252.17
surry,73715,78.363106,35.5,41.28,3270,235,36,64,68.81,7582,37294,3030,5577,33864,17107,1,2910,64926,2749,137.271881,0.880770535,0.037292274,0.044360035,0.003187954,0.102855592,0.039476362,0.075656244,0.459390897,0.232069457,1.36E-05,0.041104253,2419,628,289,96,2828,1066,176,80,0.032815573,0.008519297,0.003920505,0.001302313,0.038363969,0.0144611,0.002387574,0.001085261,22037,7631,0.298948654,0.103520315,407.69
swain,13993,72.72727,29.85,40.79,1157,36,49,50,100,1770,35071,755,1196,6237,3292,0,0,9315,0,26.501894,0.665689988,0,0.082684199,0.002572715,0.126491817,0,0.085471307,0.445722861,0.235260487,0,0.053955549,455,242,57,61,585,356,14,0,0.032516258,0.017294361,0.004073465,0.004359323,0.041806618,0.025441292,0.0010005,0,4474,1298,0.319731294,0.092760666,321.94
transylvania,33076,62.016956,43.26,48.84,1732,123,43,56,59.64,6522,39408,1662,2753,13248,11247,1,597,30577,1292,87.502645,0.924446729,0.039061555,0.052364252,0.003718708,0.197182247,0.018049341,0.083232555,0.400532108,0.340035071,3.02E-05,0.050247914,1900,682,257,172,2138,932,203,238,0.057443464,0.02061918,0.007769984,0.005200145,0.064639013,0.028177531,0.006137381,0.00719555,10608,3239,0.320715927,0.097925989,365.52
tyrrell,4403,78.242226,37.9,41.46,177,19,49,50,100,286,32215,117,380,2219,1010,0,0,2403,1683,11.289744,0.545764252,0.382239382,0.040199864,0.00431524,0.064955712,0,0.086304792,0.503974563,0.229389053,0,0.026572791,120,18,0,0,140,8,0,0,0.027254145,0.004088122,0,0,0.031796502,0.001816943,0,0,1272,391,0.288893936,0.088803089,268.89
union,202200,73.477516,31.04,36.33,5893,310,36,63,27.29,34574,63386,8330,14781,97217,29326,1,1633,158954,23558,317.425432,0.786122651,0.116508408,0.029144411,0.001533136,0.17098912,0.008076162,0.07310089,0.480796241,0.145034619,4.95E-06,0.041196835,12388,3178,1149,353,13086,3667,573,180,0.061266073,0.015717112,0.005682493,0.001745796,0.064718101,0.018135509,0.002833828,0.000890208,53840,11795,0.266271019,0.058333333,308.45
vance,45375,73.02477,34.01,38.65,2147,176,63,37,54.08,3134,34025,2216,4223,20373,9294,1,4057,20058,22645,178.641732,0.442049587,0.499063361,0.047316804,0.003878788,0.069068871,0.089410468,0.093068871,0.448991736,0.204826446,2.20E-05,0.048837466,800,262,107,93,1387,389,72,24,0.017630854,0.005774105,0.002358127,0.002049587,0.030567493,0.008573003,0.001586777,0.000528926,10742,5731,0.236738292,0.12630303,290.72
wake,906788,43.23861,40.03,34.51,35694,1125,57,42,6.1,259371,63770,71869,87419,465902,117966,9,49260,597546,18651,1087.275779,0.658969903,0.020568203,0.039363115,0.001240643,0.286032678,0.054323613,0.096405113,0.513793742,0.130092149,9.93E-06,0.079256673,83203,30445,7558,7391,88649,32425,5668,4032,0.091755736,0.033574551,0.008334914,0.008150747,0.09776155,0.035758082,0.006250634,0.004446464,215485,110001,0.237635478,0.121308398,182.76
warren,20955,62.343716,36.21,44.99,790,87,69,31,100,2034,30641,1129,1691,9475,5564,0,0,8128,10970,48.846154,0.387878788,0.523502744,0.037699833,0.004151754,0.09706514,0,0.080696731,0.452159389,0.265521355,0,0.053877356,641,152,41,3,799,292,76,30,0.030589358,0.007253639,0.001956574,0.000143164,0.038129325,0.013934622,0.003626819,0.001431639,5898,1937,0.281460272,0.092436173,208.37
washington,13193,64.267494,39.82,44.06,617,79,58,42,67.76,1072,32716,631,994,5799,3383,0,0,6084,6587,37.91092,0.461153642,0.499279921,0.046767225,0.005988024,0.081255211,0,0.075342985,0.439551277,0.256423861,0,0.047828394,176,85,36,14,552,205,0,4,0.013340408,0.006442811,0.00272872,0.001061169,0.04184037,0.015538543,0,0.000303191,3457,1454,0.262032896,0.11020996,355.31
watauga,51034,49.17968,37.05,28.49,1668,108,52,47,55.44,9952,31967,14898,16222,18602,9154,1,14653,48272,877,163.570513,0.945879218,0.017184622,0.032684093,0.002116236,0.19500725,0.287122311,0.31786652,0.364502097,0.179370616,1.96E-05,0.291923032,2725,1056,485,634,2857,1643,234,318,0.053395775,0.020692088,0.009503468,0.01242309,0.055982286,0.032194223,0.004585179,0.00623114,11440,9713,0.224164283,0.190324098,253.04
wayne,122815,75.64708,32.68,36.67,5921,360,45,54,46.4,12595,41224,8452,12263,57163,22940,2,5996,72135,38499,222.088608,0.587346822,0.313471481,0.048210723,0.002931238,0.10255262,0.048821398,0.099849367,0.465439889,0.186785002,1.63E-05,0.068818955,3741,1108,423,242,4791,1926,247,117,0.030460449,0.009021699,0.003444205,0.001970443,0.039009893,0.015682124,0.002011155,0.000952652,29737,16543,0.242128405,0.13469853,240.93
wilkes,69301,83.065155,49.93,42.47,2884,216,30,69,72.79,5922,33438,2395,4969,32333,16525,1,2617,62824,2830,91.546896,0.906538145,0.040836352,0.041615561,0.003116838,0.085453312,0.037762803,0.071701707,0.466558924,0.238452548,1.44E-05,0.034559386,2079,522,152,89,2038,904,101,37,0.029999567,0.007532359,0.002193331,0.001284253,0.029407945,0.013044545,0.00145741,0.000533903,20658,7156,0.298090937,0.103259693,493.21
wilson,81373,70.30944,36.93,38.78,4056,266,52,48,38.66,9230,38596,4793,7143,37636,16579,2,3114,42222,31686,219.334232,0.518869895,0.389392059,0.049844543,0.003268898,0.113428287,0.038268222,0.087780959,0.462512135,0.203740799,2.46E-05,0.058901601,2860,696,350,132,4186,907,59,40,0.035146793,0.008553206,0.004301181,0.00162216,0.051442125,0.011146203,0.000725056,0.000491564,19572,12105,0.24052204,0.148759417,249.80
yadkin,38397,82.45437,42.6,41.5,1592,133,26,73,84.68,2924,39807,1497,2870,17876,8748,0,0,34007,1192,114.276786,0.885668151,0.031044092,0.041461573,0.003463812,0.076151783,0,0.074745423,0.465557205,0.227830299,0,0.038987421,953,237,146,12,1150,357,69,0,0.024819647,0.006172357,0.00380238,0.000312524,0.029950257,0.009297601,0.001797015,0,11660,3248,0.303669558,0.084589942,433.79
yancey,17775,76.035835,43.55,45.57,680,42,47,52,100,1969,35703,529,1170,7976,5085,0,0,16967,145,56.971154,0.954542897,0.008157525,0.038255977,0.002362869,0.110773558,0,0.065822785,0.448720113,0.286075949,0,0.0297609,509,256,110,50,801,218,16,9,0.028635724,0.01440225,0.006188467,0.00281294,0.045063291,0.012264416,0.000900141,0.000506329,5862,1629,0.32978903,0.09164557,269.84
